epoch,train_loss,lr,val_eer,val_rank1
1,5.489215,2.9999999999999997e-05,,
2,4.939868,8.399999999999998e-05,,
3,4.492038,0.00013799999999999997,,
4,4.186526,0.00019199999999999995,,
5,3.986033,0.00024599999999999996,,
6,3.835283,0.0003,,
7,3.672971,0.00029996482990806984,,
8,3.540021,0.00029985933614125993,,
9,3.487965,0.0002996835682187625,,
10,3.426028,0.00029943760864673685,0.047049,0.711864
11,3.37215,0.00029912157287958086,,
12,3.305251,0.0002987356092657362,,
13,3.260827,0.0002982798989780526,,
14,3.24037,0.0002977546559287453,,
15,3.206345,0.00029716012666898306,,
16,3.196569,0.0002964965902731566,,
17,3.159078,0.00029576435820787976,,
18,3.126972,0.0002949637741857858,,
19,3.126962,0.00029409521400418744,,
20,3.120867,0.0002931590853686761,0.02031,0.745763
21,3.07003,0.0002921558277017431,,
22,3.059534,0.0002910859119365133,,
23,3.04058,0.000289949840295687,,
24,3.030818,0.0002887481460557947,,
25,3.039021,0.00028748139329687496,,
26,3.002433,0.000286150176637693,,
27,3.002852,0.0002847551209566243,,
28,2.975291,0.0002832968810983342,,
29,2.951557,0.0002817761415663912,,
30,2.938116,0.00028019361620195836,0.030684,0.813559
31,2.954349,0.00027855004784871335,,
32,2.948384,0.00027684620800415467,,
33,2.932258,0.00027508289645745775,,
34,2.918866,0.00027326094091405066,,
35,2.908351,0.0002713811966070859,,
36,2.881293,0.00026944454589599077,,
37,2.89841,0.00026745189785228393,,
38,2.879589,0.00026540418783285415,,
39,2.870671,0.00026330237704089957,,
40,2.861773,0.00026114745207473554,0.030538,0.79661
41,2.862137,0.0002589404244646812,,
42,2.84983,0.00025668233019824325,,
43,2.821264,0.00025437422923381924,,
44,2.810848,0.0002520172050031489,,
45,2.805072,0.00024961236390274715,,
46,2.779772,0.00024716083477455695,,
47,2.795299,0.00024466376837606655,,
48,2.78665,0.00024212233684013933,,
49,2.767382,0.00023953773312481008,,
50,2.768371,0.0002369111704533056,0.017826,0.881356
51,2.758453,0.00023424388174455305,,
52,2.74463,0.0002315371190344429,,
53,2.751651,0.00022879215288811825,,
54,2.732854,0.00022601027180356654,,
55,2.725799,0.00022319278160679362,,
56,2.716406,0.0002203410048388636,,
57,2.713216,0.00021745628013509303,,
58,2.706859,0.00021453996159669008,,
59,2.682625,0.00021159341815513424,,
60,2.686684,0.00020861803292959415,0.019287,0.881356
61,2.687768,0.0002056152025776862,,
62,2.683322,0.000202586336639878,,
63,2.662183,0.0001995328568778441,,
64,2.645529,0.00019645619660708594,,
65,2.654259,0.00019335780002412747,,
66,2.635388,0.00019023912152860384,,
67,2.63517,0.00018710162504056017,,
68,2.630708,0.000183946783313282,,
69,2.628818,0.00018077607724197885,,
70,2.619334,0.00017759099516864618,0.016949,0.932203
71,2.618562,0.00017439303218343187,,
72,2.602842,0.0001711836894228347,,
73,2.585269,0.0001679644733650653,,
74,2.585192,0.00016473689512289897,,
75,2.588671,0.0001615024697343537,,
76,2.579137,0.00015826271545152487,,
77,2.561223,0.00015501915302791217,,
78,2.561076,0.00015177330500457152,,
79,2.553211,0.0001485266949954286,,
80,2.547562,0.00014528084697208797,0.014027,0.898305
81,2.542241,0.00014203728454847525,,
82,2.529318,0.00013879753026564646,,
83,2.527768,0.0001355631048771011,,
84,2.509051,0.00013233552663493482,,
85,2.507457,0.0001291163105771654,,
86,2.498533,0.00012590696781656824,,
87,2.490611,0.0001227090048313539,,
88,2.491288,0.00011952392275802127,,
89,2.483208,0.00011635321668671808,,
90,2.484573,0.00011319837495943996,0.014319,0.966102
91,2.470495,0.00011006087847139628,,
92,2.464065,0.00010694219997587262,,
93,2.453422,0.0001038438033929142,,
94,2.456688,0.000100767143122156,,
95,2.439637,9.771366336012209e-05,,
96,2.428272,9.468479742231387e-05,,
97,2.427605,9.168196707040595e-05,,
98,2.423435,8.870658184486585e-05,,
99,2.418936,8.576003840330998e-05,,
100,2.404037,8.284371986490704e-05,0.014465,0.932203
101,2.408062,7.995899516113649e-05,,
102,2.404473,7.710721839320647e-05,,
103,2.38006,7.42897281964335e-05,,
104,2.387936,7.150784711188183e-05,,
105,2.383042,6.876288096555715e-05,,
106,2.374967,6.605611825544703e-05,,
107,2.363899,6.338882954669452e-05,,
108,2.357869,6.0762266875190016e-05,,
109,2.364231,5.817766315986079e-05,,
110,2.35054,5.563623162393354e-05,0.012858,0.983051
111,2.337883,5.3139165225443164e-05,,
112,2.337291,5.0687636097252966e-05,,
113,2.333767,4.828279499685117e-05,,
114,2.324598,4.5925770766180865e-05,,
115,2.321066,4.3617669801756864e-05,,
116,2.322043,4.135957553531887e-05,,
117,2.308155,3.915254792526454e-05,,
118,2.306473,3.6997622959100515e-05,,
119,2.30643,3.489581216714592e-05,,
120,2.290198,3.284810214771613e-05,0.013296,0.966102
121,2.289687,3.0855454104009294e-05,,
122,2.285546,2.8918803392914152e-05,,
123,2.282194,2.7039059085949454e-05,,
124,2.277974,2.5217103542542347e-05,,
125,2.273163,2.345379199584544e-05,,
126,2.266678,2.1749952151286788e-05,,
127,2.26536,2.0106383798041745e-05,,
128,2.261918,1.8523858433608928e-05,,
129,2.257117,1.7003118901665914e-05,,
130,2.253142,1.5544879043375812e-05,0.003799,0.966102
131,2.25137,1.4149823362307116e-05,,
132,2.248153,1.281860670312514e-05,,
133,2.247936,1.1551853944205416e-05,,
134,2.246597,1.0350159704313114e-05,,
135,2.23923,9.214088063486848e-06,,
136,2.241373,8.144172298257074e-06,,
137,2.234322,7.140914631324069e-06,,
138,2.235506,6.204785995812701e-06,,
139,2.22898,5.336225814214339e-06,,
140,2.229019,4.535641792120375e-06,0.004091,0.983051
141,2.230793,3.8034097268435175e-06,,
142,2.226567,3.1398733310170636e-06,,
143,2.226746,2.545344071254826e-06,,
144,2.226331,2.020101021947496e-06,,
145,2.222026,1.5643907342639366e-06,,
146,2.221527,1.178427120419215e-06,,
147,2.222517,8.623913532632472e-07,,
148,2.218804,6.16431781237574e-07,,
149,2.215848,4.406638587400898e-07,,
150,2.221273,3.3517009193015347e-07,0.003945,0.983051
