epoch,train_loss,lr,val_eer,val_rank1
1,5.53219,2.9999999999999997e-05,,
2,4.78308,8.399999999999998e-05,,
3,4.213876,0.00013799999999999997,,
4,4.048378,0.00019199999999999995,,
5,3.953762,0.00024599999999999996,,
6,3.880312,0.0003,,
7,3.766219,0.00029996482990806984,,
8,3.659513,0.00029985933614125993,,
9,3.600542,0.0002996835682187625,,
10,3.556944,0.00029943760864673685,0.037843,0.610169
11,3.500453,0.00029912157287958086,,
12,3.463014,0.0002987356092657362,,
13,3.429663,0.0002982798989780526,,
14,3.386165,0.0002977546559287453,,
15,3.367404,0.00029716012666898306,,
16,3.340539,0.0002964965902731566,,
17,3.299544,0.00029576435820787976,,
18,3.268461,0.0002949637741857858,,
19,3.257716,0.00029409521400418744,,
20,3.23137,0.0002931590853686761,0.017387,0.745763
21,3.198732,0.0002921558277017431,,
22,3.188403,0.0002910859119365133,,
23,3.167695,0.000289949840295687,,
24,3.152963,0.0002887481460557947,,
25,3.155638,0.00028748139329687496,,
26,3.135827,0.000286150176637693,,
27,3.105623,0.0002847551209566243,,
28,3.116652,0.0002832968810983342,,
29,3.087954,0.0002817761415663912,,
30,3.071638,0.00028019361620195836,0.01841,0.847458
31,3.069153,0.00027855004784871335,,
32,3.062587,0.00027684620800415467,,
33,3.035421,0.00027508289645745775,,
34,3.029012,0.00027326094091405066,,
35,3.026352,0.0002713811966070859,,
36,3.0161,0.00026944454589599077,,
37,2.989967,0.00026745189785228393,,
38,2.982377,0.00026540418783285415,,
39,2.993938,0.00026330237704089957,,
40,2.970323,0.00026114745207473554,0.030245,0.728814
41,2.974099,0.0002589404244646812,,
42,2.943542,0.00025668233019824325,,
43,2.939107,0.00025437422923381924,,
44,2.925653,0.0002520172050031489,,
45,2.915497,0.00024961236390274715,,
46,2.910059,0.00024716083477455695,,
47,2.896961,0.00024466376837606655,,
48,2.896596,0.00024212233684013933,,
49,2.890985,0.00023953773312481008,,
50,2.885799,0.0002369111704533056,0.016949,0.779661
51,2.866212,0.00023424388174455305,,
52,2.867391,0.0002315371190344429,,
53,2.86613,0.00022879215288811825,,
54,2.853349,0.00022601027180356654,,
55,2.841466,0.00022319278160679362,,
56,2.840087,0.0002203410048388636,,
57,2.832394,0.00021745628013509303,,
58,2.82925,0.00021453996159669008,,
59,2.816159,0.00021159341815513424,,
60,2.816564,0.00020861803292959415,0.016949,0.898305
61,2.810513,0.0002056152025776862,,
62,2.800212,0.000202586336639878,,
63,2.78805,0.0001995328568778441,,
64,2.797173,0.00019645619660708594,,
65,2.785172,0.00019335780002412747,,
66,2.783557,0.00019023912152860384,,
67,2.773239,0.00018710162504056017,,
68,2.77987,0.000183946783313282,,
69,2.755736,0.00018077607724197885,,
70,2.760316,0.00017759099516864618,0.016949,0.830508
71,2.74988,0.00017439303218343187,,
72,2.740966,0.0001711836894228347,,
73,2.737767,0.0001679644733650653,,
74,2.73511,0.00016473689512289897,,
75,2.727881,0.0001615024697343537,,
76,2.724438,0.00015826271545152487,,
77,2.715772,0.00015501915302791217,,
78,2.70643,0.00015177330500457152,,
79,2.702475,0.0001485266949954286,,
80,2.70215,0.00014528084697208797,0.016949,0.915254
81,2.689847,0.00014203728454847525,,
82,2.684043,0.00013879753026564646,,
83,2.673242,0.0001355631048771011,,
84,2.673921,0.00013233552663493482,,
85,2.675533,0.0001291163105771654,,
86,2.661165,0.00012590696781656824,,
87,2.667061,0.0001227090048313539,,
88,2.660642,0.00011952392275802127,,
89,2.655071,0.00011635321668671808,,
90,2.657194,0.00011319837495943996,0.016219,0.847458
91,2.64986,0.00011006087847139628,,
92,2.643434,0.00010694219997587262,,
93,2.628704,0.0001038438033929142,,
94,2.639246,0.000100767143122156,,
95,2.625267,9.771366336012209e-05,,
96,2.619426,9.468479742231387e-05,,
97,2.62497,9.168196707040595e-05,,
98,2.618301,8.870658184486585e-05,,
99,2.612908,8.576003840330998e-05,,
100,2.605792,8.284371986490704e-05,0.01578,0.898305
101,2.606368,7.995899516113649e-05,,
102,2.600912,7.710721839320647e-05,,
103,2.587013,7.42897281964335e-05,,
104,2.586168,7.150784711188183e-05,,
105,2.586121,6.876288096555715e-05,,
106,2.587629,6.605611825544703e-05,,
107,2.583355,6.338882954669452e-05,,
108,2.574807,6.0762266875190016e-05,,
109,2.571923,5.817766315986079e-05,,
110,2.572136,5.563623162393354e-05,0.013589,0.932203
111,2.560473,5.3139165225443164e-05,,
112,2.560373,5.0687636097252966e-05,,
113,2.555572,4.828279499685117e-05,,
114,2.551917,4.5925770766180865e-05,,
115,2.55432,4.3617669801756864e-05,,
116,2.544508,4.135957553531887e-05,,
117,2.542217,3.915254792526454e-05,,
118,2.546899,3.6997622959100515e-05,,
119,2.544562,3.489581216714592e-05,,
120,2.535398,3.284810214771613e-05,0.013442,0.949153
121,2.533846,3.0855454104009294e-05,,
122,2.536471,2.8918803392914152e-05,,
123,2.534118,2.7039059085949454e-05,,
124,2.524388,2.5217103542542347e-05,,
125,2.51968,2.345379199584544e-05,,
126,2.520416,2.1749952151286788e-05,,
127,2.519627,2.0106383798041745e-05,,
128,2.515379,1.8523858433608928e-05,,
129,2.513008,1.7003118901665914e-05,,
130,2.512896,1.5544879043375812e-05,0.013735,0.949153
131,2.513452,1.4149823362307116e-05,,
132,2.509586,1.281860670312514e-05,,
133,2.508258,1.1551853944205416e-05,,
134,2.516865,1.0350159704313114e-05,,
135,2.502107,9.214088063486848e-06,,
136,2.507581,8.144172298257074e-06,,
137,2.499301,7.140914631324069e-06,,
138,2.509508,6.204785995812701e-06,,
139,2.497877,5.336225814214339e-06,,
140,2.499829,4.535641792120375e-06,0.013881,0.966102
141,2.498778,3.8034097268435175e-06,,
142,2.494569,3.1398733310170636e-06,,
143,2.500438,2.545344071254826e-06,,
144,2.500687,2.020101021947496e-06,,
145,2.493978,1.5643907342639366e-06,,
146,2.49604,1.178427120419215e-06,,
147,2.495028,8.623913532632472e-07,,
148,2.48755,6.16431781237574e-07,,
149,2.487924,4.406638587400898e-07,,
150,2.489312,3.3517009193015347e-07,0.013735,0.983051
