epoch,train_loss,lr,val_eer,val_rank1
1,5.520606,2.9999999999999997e-05,,
2,5.512294,8.399999999999998e-05,,
3,5.476511,0.00013799999999999997,,
4,5.274395,0.00019199999999999995,,
5,4.661097,0.00024599999999999996,,
6,4.201527,0.0003,,
7,4.004162,0.00029996482990806984,,
8,3.877572,0.00029985933614125993,,
9,3.789905,0.0002996835682187625,,
10,3.70848,0.00029943760864673685,0.053624,0.559322
11,3.630822,0.00029912157287958086,,
12,3.572873,0.0002987356092657362,,
13,3.523431,0.0002982798989780526,,
14,3.475918,0.0002977546559287453,,
15,3.432226,0.00029716012666898306,,
16,3.397079,0.0002964965902731566,,
17,3.343866,0.00029576435820787976,,
18,3.322561,0.0002949637741857858,,
19,3.301327,0.00029409521400418744,,
20,3.261206,0.0002931590853686761,0.033898,0.779661
21,3.246584,0.0002921558277017431,,
22,3.239674,0.0002910859119365133,,
23,3.191705,0.000289949840295687,,
24,3.163082,0.0002887481460557947,,
25,3.175615,0.00028748139329687496,,
26,3.140817,0.000286150176637693,,
27,3.134347,0.0002847551209566243,,
28,3.132161,0.0002832968810983342,,
29,3.112327,0.0002817761415663912,,
30,3.092024,0.00028019361620195836,0.031853,0.677966
31,3.092938,0.00027855004784871335,,
32,3.076573,0.00027684620800415467,,
33,3.067453,0.00027508289645745775,,
34,3.047172,0.00027326094091405066,,
35,3.05707,0.0002713811966070859,,
36,3.052857,0.00026944454589599077,,
37,3.009304,0.00026745189785228393,,
38,3.007338,0.00026540418783285415,,
39,3.009611,0.00026330237704089957,,
40,3.003833,0.00026114745207473554,0.035506,0.627119
41,3.004023,0.0002589404244646812,,
42,2.973583,0.00025668233019824325,,
43,2.956832,0.00025437422923381924,,
44,2.970728,0.0002520172050031489,,
45,2.947043,0.00024961236390274715,,
46,2.935372,0.00024716083477455695,,
47,2.943729,0.00024466376837606655,,
48,2.922702,0.00024212233684013933,,
49,2.913999,0.00023953773312481008,,
50,2.913617,0.0002369111704533056,0.03346,0.847458
51,2.905695,0.00023424388174455305,,
52,2.896403,0.0002315371190344429,,
53,2.894483,0.00022879215288811825,,
54,2.88399,0.00022601027180356654,,
55,2.887528,0.00022319278160679362,,
56,2.868705,0.0002203410048388636,,
57,2.863719,0.00021745628013509303,,
58,2.867908,0.00021453996159669008,,
59,2.844928,0.00021159341815513424,,
60,2.840208,0.00020861803292959415,0.018264,0.79661
61,2.834775,0.0002056152025776862,,
62,2.812059,0.000202586336639878,,
63,2.811108,0.0001995328568778441,,
64,2.81494,0.00019645619660708594,,
65,2.805345,0.00019335780002412747,,
66,2.808992,0.00019023912152860384,,
67,2.784962,0.00018710162504056017,,
68,2.794761,0.000183946783313282,,
69,2.776162,0.00018077607724197885,,
70,2.772531,0.00017759099516864618,0.016949,0.847458
71,2.761837,0.00017439303218343187,,
72,2.765339,0.0001711836894228347,,
73,2.752599,0.0001679644733650653,,
74,2.754864,0.00016473689512289897,,
75,2.739913,0.0001615024697343537,,
76,2.737902,0.00015826271545152487,,
77,2.738004,0.00015501915302791217,,
78,2.728765,0.00015177330500457152,,
79,2.719204,0.0001485266949954286,,
80,2.708334,0.00014528084697208797,0.014757,0.864407
81,2.71341,0.00014203728454847525,,
82,2.695446,0.00013879753026564646,,
83,2.695026,0.0001355631048771011,,
84,2.691015,0.00013233552663493482,,
85,2.687193,0.0001291163105771654,,
86,2.685906,0.00012590696781656824,,
87,2.683918,0.0001227090048313539,,
88,2.673364,0.00011952392275802127,,
89,2.666729,0.00011635321668671808,,
90,2.669716,0.00011319837495943996,0.015196,0.830508
91,2.663732,0.00011006087847139628,,
92,2.6526,0.00010694219997587262,,
93,2.641687,0.0001038438033929142,,
94,2.645504,0.000100767143122156,,
95,2.634792,9.771366336012209e-05,,
96,2.630747,9.468479742231387e-05,,
97,2.625801,9.168196707040595e-05,,
98,2.625332,8.870658184486585e-05,,
99,2.609803,8.576003840330998e-05,,
100,2.61353,8.284371986490704e-05,0.013442,0.932203
101,2.60738,7.995899516113649e-05,,
102,2.604098,7.710721839320647e-05,,
103,2.589718,7.42897281964335e-05,,
104,2.589518,7.150784711188183e-05,,
105,2.58614,6.876288096555715e-05,,
106,2.582293,6.605611825544703e-05,,
107,2.579581,6.338882954669452e-05,,
108,2.572142,6.0762266875190016e-05,,
109,2.573218,5.817766315986079e-05,,
110,2.572409,5.563623162393354e-05,0.016657,0.915254
111,2.559341,5.3139165225443164e-05,,
112,2.553971,5.0687636097252966e-05,,
113,2.553844,4.828279499685117e-05,,
114,2.55025,4.5925770766180865e-05,,
115,2.547994,4.3617669801756864e-05,,
116,2.542169,4.135957553531887e-05,,
117,2.538771,3.915254792526454e-05,,
118,2.538426,3.6997622959100515e-05,,
119,2.540456,3.489581216714592e-05,,
120,2.530291,3.284810214771613e-05,0.01578,0.915254
121,2.527733,3.0855454104009294e-05,,
