epoch,train_loss,lr,val_eer,val_rank1
1,5.549344,2.9999999999999997e-05,,
2,4.912898,8.399999999999998e-05,,
3,4.235081,0.00013799999999999997,,
4,4.048903,0.00019199999999999995,,
5,3.982644,0.00024599999999999996,,
6,3.956964,0.0003,,
7,3.896616,0.00029996482990806984,,
8,3.786212,0.00029985933614125993,,
9,3.730663,0.0002996835682187625,,
10,3.645877,0.00029943760864673685,0.035541,0.5
11,3.605518,0.00029912157287958086,,
12,3.552519,0.0002987356092657362,,
13,3.525804,0.0002982798989780526,,
14,3.480856,0.0002977546559287453,,
15,3.448648,0.00029716012666898306,,
16,3.430382,0.0002964965902731566,,
17,3.377061,0.00029576435820787976,,
18,3.383239,0.0002949637741857858,,
19,3.350742,0.00029409521400418744,,
20,3.337742,0.0002931590853686761,0.036449,0.758621
21,3.309795,0.0002921558277017431,,
22,3.301963,0.0002910859119365133,,
23,3.262865,0.000289949840295687,,
24,3.265528,0.0002887481460557947,,
25,3.237011,0.00028748139329687496,,
26,3.208078,0.000286150176637693,,
27,3.194857,0.0002847551209566243,,
28,3.203667,0.0002832968810983342,,
29,3.180625,0.0002817761415663912,,
30,3.174189,0.00028019361620195836,0.020266,0.689655
31,3.160363,0.00027855004784871335,,
32,3.144373,0.00027684620800415467,,
33,3.136913,0.00027508289645745775,,
34,3.111918,0.00027326094091405066,,
35,3.12617,0.0002713811966070859,,
36,3.100964,0.00026944454589599077,,
37,3.083485,0.00026745189785228393,,
38,3.080319,0.00026540418783285415,,
39,3.058944,0.00026330237704089957,,
40,3.046542,0.00026114745207473554,0.032365,0.741379
41,3.041419,0.0002589404244646812,,
42,3.041632,0.00025668233019824325,,
43,3.036162,0.00025437422923381924,,
44,3.021063,0.0002520172050031489,,
45,3.037632,0.00024961236390274715,,
46,3.003783,0.00024716083477455695,,
47,2.995087,0.00024466376837606655,,
48,2.989552,0.00024212233684013933,,
49,2.986913,0.00023953773312481008,,
50,2.964837,0.0002369111704533056,0.020569,0.62069
51,2.965198,0.00023424388174455305,,
52,2.951278,0.0002315371190344429,,
53,2.9567,0.00022879215288811825,,
54,2.962558,0.00022601027180356654,,
55,2.936364,0.00022319278160679362,,
56,2.934424,0.0002203410048388636,,
57,2.921264,0.00021745628013509303,,
58,2.919345,0.00021453996159669008,,
59,2.915138,0.00021159341815513424,,
60,2.894102,0.00020861803292959415,0.019661,0.741379
61,2.884443,0.0002056152025776862,,
62,2.897338,0.000202586336639878,,
63,2.888365,0.0001995328568778441,,
64,2.883125,0.00019645619660708594,,
65,2.878697,0.00019335780002412747,,
66,2.870877,0.00019023912152860384,,
67,2.854212,0.00018710162504056017,,
68,2.855023,0.000183946783313282,,
69,2.858871,0.00018077607724197885,,
70,2.840569,0.00017759099516864618,0.017241,0.844828
71,2.835779,0.00017439303218343187,,
72,2.840854,0.0001711836894228347,,
73,2.819658,0.0001679644733650653,,
