epoch,train_loss,lr,val_eer,val_rank1
1,8.696284,2.9999999999999997e-05,,
2,8.699623,8.399999999999998e-05,,
3,8.949976,0.00013799999999999997,,
4,9.37977,0.00019199999999999995,,
5,9.755213,0.00024599999999999996,,
6,10.017621,0.0003,,
7,10.253828,0.00029996482990806984,,
8,10.576523,0.00029985933614125993,,
9,10.942794,0.0002996835682187625,,
10,11.362286,0.00029943760864673685,0.103448,0.448276
11,11.778123,0.00029912157287958086,,
12,12.223041,0.0002987356092657362,,
13,12.719427,0.0002982798989780526,,
14,13.191795,0.0002977546559287453,,
15,13.655797,0.00029716012666898306,,
16,13.453198,0.0002964965902731566,,
17,13.25102,0.00029576435820787976,,
18,13.063523,0.0002949637741857858,,
19,12.867124,0.00029409521400418744,,
20,12.751698,0.0002931590853686761,0.083031,0.637931
21,12.509983,0.0002921558277017431,,
22,12.361605,0.0002910859119365133,,
23,12.19849,0.000289949840295687,,
24,12.028208,0.0002887481460557947,,
25,11.851489,0.00028748139329687496,,
26,11.715496,0.000286150176637693,,
27,11.601609,0.0002847551209566243,,
28,11.44417,0.0002832968810983342,,
29,11.290868,0.0002817761415663912,,
30,11.14537,0.00028019361620195836,0.071083,0.706897
31,11.029058,0.00027855004784871335,,
32,10.938841,0.00027684620800415467,,
33,10.748534,0.00027508289645745775,,
34,10.65705,0.00027326094091405066,,
35,10.532725,0.0002713811966070859,,
36,10.378599,0.00026944454589599077,,
37,10.271581,0.00026745189785228393,,
38,10.141588,0.00026540418783285415,,
39,10.057666,0.00026330237704089957,,
40,9.938331,0.00026114745207473554,0.065487,0.724138
41,9.872504,0.0002589404244646812,,
42,9.740667,0.00025668233019824325,,
43,9.629589,0.00025437422923381924,,
44,9.499761,0.0002520172050031489,,
45,9.443031,0.00024961236390274715,,
46,9.321405,0.00024716083477455695,,
47,9.226707,0.00024466376837606655,,
48,9.166196,0.00024212233684013933,,
49,9.021725,0.00023953773312481008,,
50,8.94318,0.0002369111704533056,0.068209,0.689655
51,8.817489,0.00023424388174455305,,
52,8.750381,0.0002315371190344429,,
53,8.647136,0.00022879215288811825,,
54,8.551462,0.00022601027180356654,,
55,8.435594,0.00022319278160679362,,
56,8.344735,0.0002203410048388636,,
57,8.278783,0.00021745628013509303,,
58,8.188547,0.00021453996159669008,,
59,8.142485,0.00021159341815513424,,
60,8.029486,0.00020861803292959415,0.054598,0.62069
61,7.959094,0.0002056152025776862,,
62,7.866075,0.000202586336639878,,
63,7.798299,0.0001995328568778441,,
64,7.684507,0.00019645619660708594,,
65,7.658745,0.00019335780002412747,,
66,7.574134,0.00019023912152860384,,
67,7.456374,0.00018710162504056017,,
68,7.425292,0.000183946783313282,,
69,7.301271,0.00018077607724197885,,
70,7.205185,0.00017759099516864618,0.048397,0.810345
71,7.157399,0.00017439303218343187,,
72,7.103218,0.0001711836894228347,,
73,6.973373,0.0001679644733650653,,
74,6.968753,0.00016473689512289897,,
75,6.840377,0.0001615024697343537,,
76,6.811964,0.00015826271545152487,,
77,6.742756,0.00015501915302791217,,
78,6.709182,0.00015177330500457152,,
79,6.634424,0.0001485266949954286,,
80,6.529074,0.00014528084697208797,0.068058,0.724138
81,6.470642,0.00014203728454847525,,
82,6.400196,0.00013879753026564646,,
83,6.355683,0.0001355631048771011,,
84,6.298945,0.00013233552663493482,,
85,6.243524,0.0001291163105771654,,
86,6.142953,0.00012590696781656824,,
87,6.105083,0.0001227090048313539,,
88,6.038566,0.00011952392275802127,,
89,5.986414,0.00011635321668671808,,
90,5.893864,0.00011319837495943996,0.051724,0.844828
91,5.86071,0.00011006087847139628,,
92,5.802153,0.00010694219997587262,,
93,5.744159,0.0001038438033929142,,
94,5.700945,0.000100767143122156,,
95,5.599212,9.771366336012209e-05,,
96,5.575555,9.468479742231387e-05,,
97,5.542387,9.168196707040595e-05,,
98,5.4908,8.870658184486585e-05,,
99,5.439682,8.576003840330998e-05,,
100,5.387466,8.284371986490704e-05,0.047641,0.775862
101,5.344968,7.995899516113649e-05,,
102,5.313673,7.710721839320647e-05,,
103,5.2352,7.42897281964335e-05,,
104,5.176006,7.150784711188183e-05,,
105,5.158018,6.876288096555715e-05,,
106,5.102224,6.605611825544703e-05,,
107,5.045278,6.338882954669452e-05,,
108,5.024394,6.0762266875190016e-05,,
109,4.999999,5.817766315986079e-05,,
110,4.914065,5.563623162393354e-05,0.03781,0.741379
111,4.891611,5.3139165225443164e-05,,
112,4.908025,5.0687636097252966e-05,,
113,4.824209,4.828279499685117e-05,,
114,4.777791,4.5925770766180865e-05,,
115,4.769577,4.3617669801756864e-05,,
116,4.761927,4.135957553531887e-05,,
117,4.703408,3.915254792526454e-05,,
118,4.657721,3.6997622959100515e-05,,
119,4.645213,3.489581216714592e-05,,
120,4.570125,3.284810214771613e-05,0.035693,0.793103
121,4.554665,3.0855454104009294e-05,,
122,4.555129,2.8918803392914152e-05,,
123,4.527312,2.7039059085949454e-05,,
124,4.527602,2.5217103542542347e-05,,
125,4.453223,2.345379199584544e-05,,
126,4.494198,2.1749952151286788e-05,,
127,4.442312,2.0106383798041745e-05,,
128,4.411234,1.8523858433608928e-05,,
129,4.415153,1.7003118901665914e-05,,
130,4.40788,1.5544879043375812e-05,0.034483,0.775862
131,4.351515,1.4149823362307116e-05,,
132,4.329491,1.281860670312514e-05,,
133,4.336673,1.1551853944205416e-05,,
134,4.322944,1.0350159704313114e-05,,
135,4.304284,9.214088063486848e-06,,
136,4.288485,8.144172298257074e-06,,
137,4.286053,7.140914631324069e-06,,
138,4.297447,6.204785995812701e-06,,
139,4.25001,5.336225814214339e-06,,
140,4.261189,4.535641792120375e-06,0.034483,0.775862
141,4.251214,3.8034097268435175e-06,,
142,4.263671,3.1398733310170636e-06,,
143,4.26687,2.545344071254826e-06,,
144,4.240496,2.020101021947496e-06,,
145,4.26642,1.5643907342639366e-06,,
146,4.227572,1.178427120419215e-06,,
147,4.25498,8.623913532632472e-07,,
148,4.258169,6.16431781237574e-07,,
149,4.257839,4.406638587400898e-07,,
150,4.219149,3.3517009193015347e-07,0.034483,0.793103
