epoch,train_loss,lr,val_eer,val_rank1
1,5.356102,2.9999999999999997e-05,,
2,4.747368,8.399999999999998e-05,,
3,4.480525,0.00013799999999999997,,
4,4.36301,0.00019199999999999995,,
5,4.321564,0.00024599999999999996,,
6,4.21897,0.0003,,
7,4.14197,0.00029996482990806984,,
8,4.029275,0.00029985933614125993,,
9,3.945895,0.0002996835682187625,,
10,3.920485,0.00029943760864673685,0.055959,0.448276
11,3.848964,0.00029912157287958086,,
12,3.814576,0.0002987356092657362,,
13,3.787191,0.0002982798989780526,,
14,3.753049,0.0002977546559287453,,
15,3.733177,0.00029716012666898306,,
16,3.700315,0.0002964965902731566,,
17,3.661139,0.00029576435820787976,,
18,3.645571,0.0002949637741857858,,
19,3.627685,0.00029409521400418744,,
20,3.597946,0.0002931590853686761,0.068966,0.551724
21,3.566703,0.0002921558277017431,,
22,3.556982,0.0002910859119365133,,
23,3.535148,0.000289949840295687,,
24,3.53437,0.0002887481460557947,,
25,3.506391,0.00028748139329687496,,
26,3.499116,0.000286150176637693,,
27,3.473404,0.0002847551209566243,,
28,3.469174,0.0002832968810983342,,
29,3.45436,0.0002817761415663912,,
30,3.447253,0.00028019361620195836,0.053842,0.706897
31,3.413409,0.00027855004784871335,,
32,3.41809,0.00027684620800415467,,
33,3.394283,0.00027508289645745775,,
34,3.374045,0.00027326094091405066,,
35,3.370951,0.0002713811966070859,,
36,3.365378,0.00026944454589599077,,
37,3.339787,0.00026745189785228393,,
38,3.336014,0.00026540418783285415,,
39,3.325439,0.00026330237704089957,,
40,3.314741,0.00026114745207473554,0.0549,0.637931
41,3.32249,0.0002589404244646812,,
42,3.304574,0.00025668233019824325,,
43,3.277436,0.00025437422923381924,,
44,3.285137,0.0002520172050031489,,
45,3.281682,0.00024961236390274715,,
46,3.255556,0.00024716083477455695,,
47,3.254446,0.00024466376837606655,,
48,3.243021,0.00024212233684013933,,
49,3.23686,0.00023953773312481008,,
50,3.221458,0.0002369111704533056,0.049909,0.672414
51,3.224214,0.00023424388174455305,,
52,3.218411,0.0002315371190344429,,
53,3.198725,0.00022879215288811825,,
54,3.183929,0.00022601027180356654,,
55,3.175141,0.00022319278160679362,,
56,3.169327,0.0002203410048388636,,
57,3.163382,0.00021745628013509303,,
58,3.1538,0.00021453996159669008,,
59,3.154277,0.00021159341815513424,,
60,3.13919,0.00020861803292959415,0.051724,0.62069
61,3.125709,0.0002056152025776862,,
62,3.128182,0.000202586336639878,,
63,3.127285,0.0001995328568778441,,
64,3.107518,0.00019645619660708594,,
65,3.102338,0.00019335780002412747,,
66,3.101727,0.00019023912152860384,,
67,3.071381,0.00018710162504056017,,
68,3.072688,0.000183946783313282,,
69,3.071207,0.00018077607724197885,,
70,3.050783,0.00017759099516864618,0.048851,0.758621
71,3.053708,0.00017439303218343187,,
72,3.05309,0.0001711836894228347,,
73,3.040108,0.0001679644733650653,,
74,3.038697,0.00016473689512289897,,
75,3.027195,0.0001615024697343537,,
76,3.020471,0.00015826271545152487,,
77,3.012973,0.00015501915302791217,,
78,3.015142,0.00015177330500457152,,
79,2.994618,0.0001485266949954286,,
80,3.000084,0.00014528084697208797,0.034785,0.793103
81,2.987781,0.00014203728454847525,,
82,2.988888,0.00013879753026564646,,
83,2.967017,0.0001355631048771011,,
84,2.970615,0.00013233552663493482,,
85,2.967101,0.0001291163105771654,,
86,2.944663,0.00012590696781656824,,
87,2.948951,0.0001227090048313539,,
88,2.942539,0.00011952392275802127,,
89,2.925698,0.00011635321668671808,,
90,2.926162,0.00011319837495943996,0.051724,0.758621
91,2.923881,0.00011006087847139628,,
92,2.9122,0.00010694219997587262,,
93,2.90879,0.0001038438033929142,,
94,2.894184,0.000100767143122156,,
95,2.890592,9.771366336012209e-05,,
96,2.889438,9.468479742231387e-05,,
97,2.887231,9.168196707040595e-05,,
98,2.87407,8.870658184486585e-05,,
99,2.872101,8.576003840330998e-05,,
100,2.869799,8.284371986490704e-05,0.034483,0.827586
101,2.863624,7.995899516113649e-05,,
102,2.869664,7.710721839320647e-05,,
103,2.845673,7.42897281964335e-05,,
104,2.836508,7.150784711188183e-05,,
105,2.84899,6.876288096555715e-05,,
106,2.848001,6.605611825544703e-05,,
107,2.82807,6.338882954669452e-05,,
108,2.831788,6.0762266875190016e-05,,
109,2.815865,5.817766315986079e-05,,
110,2.812169,5.563623162393354e-05,0.035995,0.827586
111,2.817521,5.3139165225443164e-05,,
112,2.807673,5.0687636097252966e-05,,
113,2.81083,4.828279499685117e-05,,
114,2.791464,4.5925770766180865e-05,,
115,2.801348,4.3617669801756864e-05,,
116,2.798092,4.135957553531887e-05,,
117,2.786546,3.915254792526454e-05,,
118,2.782481,3.6997622959100515e-05,,
119,2.770109,3.489581216714592e-05,,
120,2.768683,3.284810214771613e-05,0.034483,0.810345
121,2.765632,3.0855454104009294e-05,,
122,2.762047,2.8918803392914152e-05,,
123,2.768945,2.7039059085949454e-05,,
124,2.75607,2.5217103542542347e-05,,
125,2.755751,2.345379199584544e-05,,
126,2.755793,2.1749952151286788e-05,,
127,2.747033,2.0106383798041745e-05,,
128,2.743892,1.8523858433608928e-05,,
129,2.750549,1.7003118901665914e-05,,
130,2.744388,1.5544879043375812e-05,0.038566,0.810345
131,2.738432,1.4149823362307116e-05,,
132,2.735518,1.281860670312514e-05,,
133,2.735727,1.1551853944205416e-05,,
134,2.732582,1.0350159704313114e-05,,
135,2.726036,9.214088063486848e-06,,
136,2.728929,8.144172298257074e-06,,
137,2.728653,7.140914631324069e-06,,
138,2.728199,6.204785995812701e-06,,
139,2.716643,5.336225814214339e-06,,
140,2.717702,4.535641792120375e-06,0.049758,0.793103
141,2.713284,3.8034097268435175e-06,,
142,2.721929,3.1398733310170636e-06,,
143,2.720458,2.545344071254826e-06,,
144,2.717135,2.020101021947496e-06,,
145,2.71446,1.5643907342639366e-06,,
146,2.710538,1.178427120419215e-06,,
147,2.718082,8.623913532632472e-07,,
148,2.717009,6.16431781237574e-07,,
149,2.715578,4.406638587400898e-07,,
150,2.707221,3.3517009193015347e-07,0.048548,0.827586
